EmployeeID,LastName,FirstName,PhoneNumber,StreetNumber_Address,StreetName_Address,City_Address,State_Address,ZipCode_Address,DateofHire,Supervisor,Sex,Race,Ethnicity,Age,Disability,Veteran
1029,Levy,Aliana,5553657858,1835,SW 18th Way,Portland,Oregon,97271,10/29/2013,"Smith, Eleanor",Female,Asian,NonHispanicLatino,36.44,No,No
1030,Furman,Michael,5554579124,6609,SW Marymount St,Portland,Oregon,97285,10/29/2013,"Smith, Eleanor",Male,Asian,HispanicLatino,33.63,No,No
1031,Morelli,Frederica,5554081626,8243,SW Taylor  Dr,Hillsboro,Oregon,97254,11/15/2013,"Grant, Jamal",Female,Black,NonHispanicLatino,35.49,No,No
1032,McCormick,Xuan,5552908759,3824,E Martin St,Portland,Oregon,97257,11/15/2013,"Garcia, Lilia",Female,Asian,HispanicLatino,36.26,No,No
1033,Bishara,Reed,5556897685,3807,NW Vista Way,Portland,Oregon,97265,11/25/2013,"Grant, Jamal",Male,Asian,HispanicLatino,30.82,No,No
1034,Bantham,Elijah,5555172261,6067,SW 22nd St,Vancouver,Washington,97253,11/25/2013,"Brock, Sarah",Male,White,NonHispanicLatino,35.15,No,No
1035,Gill,Carson,5553042935,9143,NW Indiana Blvd,Vancouver,Washington,97300,11/30/2013,"Ali, Hafsa",Male,Black,NonHispanicLatino,36.9,No,No
1036,Little,Virginia,5552706276,556,NW Couch Way,Vancouver,Washington,97228,11/30/2013,"Brock, Sarah",Female,Black,NonHispanicLatino,32.84,No,No
1037,Ruiz,Cassidy,5556693580,5431,SE Arthur  Tr,Portland,Oregon,97264,12/24/2013,"Terrance, Megan",Female,Asian,NonHispanicLatino,38.69,No,No
1038,Deleon,Wilton,5552431553,5106,NW Nevada Way,Portland,Oregon,97226,12/24/2013,"Garcia, Lilia",Male,White,NonHispanicLatino,38.55,No,No
1039,Lindsey,Jaylin,5555744722,4383,W Nixon  Ave,Portland,Oregon,97279,12/30/2013,"Terrance, Megan",Female,Black,NonHispanicLatino,32.87,No,No
1040,Love,Emmanuel,5556389230,274,NW Alberta Blvd,Vancouver,Washington,97258,12/30/2013,"Thortan, Megan",Male,Black,NonHispanicLatino,41.08,No,No
1041,Mathews,Cheryl,5553404007,5301,NE Martin St,Beaverton,Oregon,97200,1/27/2014,"Grant, Jamal",Female,Asian,NonHispanicLatino,32.66,No,No
1042,Atkins,Jasmine,5556095270,6259,S Bush  Blvd,Portland,Oregon,97303,1/27/2014,"Thortan, Megan",Female,White,NonHispanicLatino,34.85,No,No
1043,Cohen,Christian,5556579699,6363,SW Richards St,Beaverton,Oregon,97273,1/27/2014,"Brock, Sarah",Male,White,NonHispanicLatino,37.38,No,No
1044,Harper,Ellsworth,5552442741,8464,NW California Way,Portland,Oregon,97218,1/27/2014,"Ali, Hafsa",Male,Asian,HispanicLatino,32.03,No,No
1045,Nicholson,Lydia,5556484973,3159,E Martin St,Portland,Oregon,97301,1/29/2014,"Thortan, Megan",Female,White,NonHispanicLatino,33.7,No,No
1046,Gardner,Tristen,5554316137,4083,NE Oberlin Blvd,Beaverton,Oregon,97220,1/29/2014,"Brock, Sarah",Male,Asian,NonHispanicLatino,39.16,No,No
1047,Gould,Lisa,5552521189,7742,S 116th Blvd,Portland,Oregon,97201,2/27/2014,"Ali, Hafsa",Female,Black,HispanicLatino,29.11,No,No
1048,Holmes,Aubrey,5554302443,2154,NE Truman  Pl,Hillsboro,Oregon,97253,2/27/2014,"Smith, Eleanor",Female,Asian,NonHispanicLatino,32.47,No,No
1049,Young,Bing,5555361609,5868,N Coolidge  St,Portland,Oregon,97225,2/28/2014,"Thortan, Megan",Male,Black,NonHispanicLatino,32.38,No,No
1050,Aguilar,Chen,5556884958,3645,SE Kenyon St,Beaverton,Oregon,97306,2/28/2014,"Grant, Jamal",Male,Black,NonHispanicLatino,32.8,No,No
1051,Benton,John,5552536639,5480,SE Richards St,Beaverton,Oregon,97277,3/5/2014,"Lindsay, John",Male,Asian,NonHispanicLatino,36.62,No,No
1052,Maxwell,Ronald,5554237442,6990,NW Jefferson Blvd,Beaverton,Oregon,97274,3/5/2014,"Ali, Hafsa",Male,White,NonHispanicLatino,30.75,No,No
1053,Carr,Dereon,5555666252,9820,SW 22nd Ave,Portland,Oregon,97270,3/26/2014,"Ali, Hafsa",Male,Asian,NonHispanicLatino,34.63,No,No
1054,Tomson,Sebastian,5556358904,1381,NE Richards Blvd,Beaverton,Oregon,97237,3/26/2014,"Thortan, Megan",Male,Asian,NonHispanicLatino,36.79,No,No
1055,Rue,Cedric,5556912162,2294,NE Arthur  Ave,Wilsonville,Oregon,97284,4/12/2014,"Smith, Eleanor",Male,Asian,NonHispanicLatino,34.91,No,No
1056,Wein,Averie,5554066830,5279,W Bush  Ave,Portland,Oregon,97210,4/12/2014,"Brock, Sarah",Female,Asian,NonHispanicLatino,29.43,No,No
1057,Cuellar,Zack,5553045530,1236,SW 1st Ave,Portland,Oregon,97233,5/10/2014,"Grant, Jamal",Male,White,NonHispanicLatino,34.94,No,No
1058,Henson,Helen,5553962374,2725,SE Nebraska Way,Beaverton,Oregon,97216,5/10/2014,"Lindsay, John",Male,White,NonHispanicLatino,35.83,No,No
1059,Nims,Desiree,5552991224,7951,NE 44th Blvd,Portland,Oregon,97279,5/18/2014,"Smith, Eleanor",Female,Asian,HispanicLatino,33.51,No,No
1060,Garza,Aron,5553195287,1035,SE Indiana St,Portland,Oregon,97281,5/18/2014,"Brock, Sarah",Male,White,NonHispanicLatino,30.81,No,No
1061,Stuart,Leroy,5556398936,2875,SW Green Blvd,Beaverton,Oregon,97292,5/27/2014,"Grant, Jamal",Male,White,NonHispanicLatino,32.85,No,No
1062,Duprey,Patrick,5556181981,3341,NE Green St,Beaverton,Oregon,97293,5/27/2014,"Lindsay, John",Male,Asian,HispanicLatino,34.47,No,No
1063,Zajac,Angelica,5554152703,9149,NE Farm Ave,Hillsboro,Oregon,97300,5/31/2014,"Brock, Sarah",Female,White,NonHispanicLatino,31.04,No,No
1064,Kwiecien,Raina,5556609832,3599,SE Harrison  Tr,Portland,Oregon,97281,5/31/2014,"Ali, Hafsa",Female,Asian,HispanicLatino,30.58,No,No
1065,Cooley,Jada,5555772489,8568,N Tyler  Rd,Portland,Oregon,97227,6/20/2014,"Lindsay, John",Female,Black,HispanicLatino,37.85,No,No
1066,Puleo,Amina,5553825096,7496,W Rapids Ct,Portland,Oregon,97312,6/20/2014,"Brock, Sarah",Female,White,NonHispanicLatino,35.89,No,No
1067,Cobb,Imani,5554192365,7246,SW Roosevelt  Tr,Portland,Oregon,97236,7/11/2014,"Ali, Hafsa",Female,Black,HispanicLatino,35.81,No,No
1068,Buczek,Michaela,5554867498,6372,SW Grant  Ave,Portland,Oregon,97250,7/11/2014,"Grant, Jamal",Female,White,NonHispanicLatino,33.73,No,No
1069,Lagarde,Abigail,5555663858,1941,S Bush  St,Portland,Oregon,97273,7/19/2014,"Lindsay, John",Female,Asian,NonHispanicLatino,33.93,Yes,No
1070,Key,Vannesa,5555341897,8264,NE Kennedy  Ln,Portland,Oregon,97267,7/19/2014,"Lindsay, John",Female,White,NonHispanicLatino,38.34,Yes,No
1071,Devers,Sidney,5556249360,3017,NW Taft  Dr,Portland,Oregon,97242,7/24/2014,"Grant, Jamal",Female,White,HispanicLatino,33.66,No,No
1072,Spence,Fatimah,5553606566,2525,W Ash Rd,Portland,Oregon,97203,7/24/2014,"Terrance, Megan",Female,White,HispanicLatino,36.96,No,No
1073,Gross,Isreal,5554719151,4415,NE Queens Way,Portland,Oregon,97229,7/26/2014,"Thortan, Megan",Male,Black,HispanicLatino,33.39,No,No
1074,List,Karli,5556839029,9974,N Kennedy  Way,Portland,Oregon,97232,7/26/2014,"Garcia, Lilia",Female,White,NonHispanicLatino,31.31,No,No
1075,Kluth,Broderick,5554092930,6747,SW Green St,Vancouver,Washington,97210,7/29/2014,"Thortan, Megan",Male,Black,NonHispanicLatino,35.84,No,No
1076,Silsby,Corey,5552791087,4254,E Truman  Rd,Portland,Oregon,97253,7/29/2014,"Grant, Jamal",Female,Asian,HispanicLatino,38.27,No,No
1077,Dean,Igor,5552582601,4132,NW Water Blvd,Portland,Oregon,97222,8/2/2014,"Grant, Jamal",Male,White,NonHispanicLatino,37.46,No,No
1078,Seibert,Jane,5554341508,6899,SW Winslow Ct,Portland,Oregon,97271,8/2/2014,"Grant, Jamal",Female,Asian,NonHispanicLatino,36.45,No,No
1079,Mcglamery,Jorge,5553011261,4413,NW Parkside Blvd,Portland,Oregon,97220,8/14/2014,"Brock, Sarah",Male,Asian,HispanicLatino,30.47,No,No
1080,Biery,Andrea,5553263546,8353,W 10th Dr,Oregon City,Oregon,97237,8/14/2014,"Brock, Sarah",Female,White,NonHispanicLatino,33.32,No,No
1081,Brzozowski,Skyler,5554960361,1201,NE Hoover  Ln,Portland,Oregon,97281,8/14/2014,"Ali, Hafsa",Female,Black,NonHispanicLatino,30.63,No,No
1082,Brinton,Kristen,5555534153,7051,NW Johnson  Ct,Sandy,Oregon,97227,8/14/2014,"Thortan, Megan",Female,Black,HispanicLatino,37.98,No,No
1083,Sutton,Izabelle,5555746613,9917,NW Truman  Ln,Portland,Oregon,97268,8/18/2014,"Ali, Hafsa",Female,Black,NonHispanicLatino,35.45,No,No
1084,Elkington,Jacob,5556015867,3356,SE Green St,Vancouver,Washington,97303,8/18/2014,"Thortan, Megan",Male,Black,NonHispanicLatino,31.9,No,No
1085,Hines,Dan,5556365341,4111,SW Parkside Blvd,Portland,Oregon,97305,8/24/2014,"Terrance, Megan",Male,White,NonHispanicLatino,36.24,No,No
1086,Hensley,Paul,5556435264,2329,SE Truman St,Portland,Oregon,97257,8/24/2014,"Smith, Eleanor",Male,Asian,HispanicLatino,39.29,No,No
1087,Trujillo,Jennifer,5552478550,3401,W Bush  St,Vancouver,Washington,97222,8/31/2014,"Grant, Jamal",Female,Asian,HispanicLatino,31.76,No,No
1088,Toy,Lilly,5552709903,7869,NW Harvard Blvd,Hillsboro,Oregon,97238,8/31/2014,"Grant, Jamal",Male,White,HispanicLatino,35.17,No,No
1089,Petties,Jesse,5559120360,3772,SW 9th Ave,Portland,Oregon,97243,9/2/2014,"Ali, Hafsa",Male,White,NonHispanicLatino,36.75,No,No
1090,Ney,Julie,5555197547,2913,S 5th Way,Portland,Oregon,97229,9/2/2014,"Ali, Hafsa",Female,White,NonHispanicLatino,38.53,No,No
1091,Poole,Lacey,5559575197,1272,N Cesar Way,Portland,Oregon,97204,10/17/2014,"Thortan, Megan",Female,Asian,NonHispanicLatino,32.57,No,No
1092,Chupp,Wiley,5554329918,9337,SW 1st Ave,McMinnville,Oregon,97201,10/17/2014,"Terrance, Megan",Male,White,NonHispanicLatino,30.17,No,No
1093,Sailer,Emory,5556942566,2434,NW Mississippi Way,Portland,Oregon,97286,10/20/2014,"Ali, Hafsa",Male,White,NonHispanicLatino,35.58,No,No
1094,Meyer,June,5557354156,8434,E 20th Ave,Portland,Oregon,97263,10/20/2014,"Ali, Hafsa",Female,Asian,HispanicLatino,28.44,No,No
1095,Streight,Bryon,5554190698,3872,SW Truman St,Portland,Oregon,97221,11/6/2014,"Ali, Hafsa",Male,Asian,NonHispanicLatino,33.46,No,No
1096,Vanderlinden,River,5554345825,9387,SE Parkside Way,Beaverton,Oregon,97297,11/6/2014,"Terrance, Megan",Male,White,NonHispanicLatino,36.63,No,No
1097,Mowrer,Jewel,5551221406,7268,SW Salmon Way,Portland,Oregon,97240,11/8/2014,"Grant, Jamal",Male,Asian,HispanicLatino,33.37,No,No
1098,Adkins,Jocelyn,5552330215,7335,W Adams  Ave,Portland,Oregon,97252,11/8/2014,"Brock, Sarah",Female,White,NonHispanicLatino,32.86,No,No
1099,Padilla,Lucia,5554233915,4801,N 44th Tr,White Salmon,Washington,97272,11/11/2014,"Thortan, Megan",Female,White,HispanicLatino,35.67,No,No
1100,Vega,Elly,5555943828,1323,E 7th Dr,Portland,Oregon,97229,11/11/2014,"Brock, Sarah",Female,White,NonHispanicLatino,37.76,No,No
1101,Clark,Devin,5552269360,455,NE 8th Ave,Portland,Oregon,97264,11/19/2014,"Thortan, Megan",Male,Asian,NonHispanicLatino,34,No,Yes
1102,Adame,Saul,5551204506,2386,SE Parkside St,Vancouver,Washington,97303,11/19/2014,"Garcia, Lilia",Male,Asian,NonHispanicLatino,34.64,No,Yes
1103,Coloma,Alison,5555540954,2660,W 116th Ct,Portland,Oregon,97298,12/8/2014,"Smith, Eleanor",Female,White,NonHispanicLatino,38.95,No,No
1104,Erhardt,Marisol,5558991727,9085,NE Roosevelt  Dr,Portland,Oregon,97290,12/8/2014,"Garcia, Lilia",Female,White,NonHispanicLatino,32.57,No,No
1105,Dupler,Martha,5553111447,4776,NE Flower St,Vancouver,Washington,97207,12/17/2014,"Grant, Jamal",Female,Asian,NonHispanicLatino,33.82,No,No
1106,Modisette,Vance,5552637120,8248,SW 9th Ave,Beaverton,Oregon,97287,12/17/2014,"Grant, Jamal",Male,Asian,NonHispanicLatino,31.23,No,No
1107,Ventimiglia,Sage,5556639332,2448,NE Bachelor Blvd,Portland,Oregon,97287,1/12/2015,"Thortan, Megan",Male,Asian,HispanicLatino,34.6,No,Yes
1108,Huang,Cora,5556230119,3873,SE Jackson  St,Hillsboro,Oregon,97210,1/12/2015,"Ali, Hafsa",Female,Asian,HispanicLatino,32.85,No,No
1109,Schweinsberg,Lemuel,5557326620,8561,SW Sundance Way,Portland,Oregon,97310,1/25/2015,"Thortan, Megan",Male,White,NonHispanicLatino,35.4,No,No
1110,Denner,Fred,5558629902,2027,SE Parkside St,Beaverton,Oregon,97205,1/25/2015,"Terrance, Megan",Male,White,NonHispanicLatino,33.5,No,No
1111,Harding,Salina,5551192458,1204,NW McKinley  Way,Camas,Washington,97293,2/26/2015,"Smith, Eleanor",Female,White,HispanicLatino,33.81,No,No
1112,Stabler,Karla,5556928870,2688,W Ford  Ct,Portland,Oregon,97267,2/26/2015,"Grant, Jamal",Female,Asian,HispanicLatino,27.48,No,No
1113,Seibert,Esther,5552186515,9050,SW Williams Rd,Portland,Oregon,97204,3/5/2015,"Brock, Sarah",Female,Asian,NonHispanicLatino,32.11,No,No
1114,Salguero,Morton,5551168334,4485,NW Lanter St,Portland,Oregon,97256,3/5/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,36.04,No,No
1115,Nealon,Vennie,5552198415,7818,NW 83rd Way,Portland,Oregon,97233,3/8/2015,"Lindsay, John",Female,Asian,NonHispanicLatino,20.58,No,No
1116,Woodward,Napoleon,5554814730,1258,SW Water Blvd,Vancouver,Washington,97226,3/8/2015,"Brock, Sarah",Male,Asian,NonHispanicLatino,39.34,No,No
1117,Risk,Ernesto,5552267637,2006,NW Johns St,Portland,Oregon,97235,3/25/2015,"Grant, Jamal",Male,White,NonHispanicLatino,37.62,Yes,No
1118,Hickman,Stefan,5551458688,1307,SW Sundance St,Portland,Oregon,97253,3/25/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,33.3,No,No
1119,Goodlett,Alex,5555190717,3688,SE Couch Blvd,Portland,Oregon,97200,4/1/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,27.62,No,No
1120,Corby,Kathrin,5559476698,2346,S Hoover  Blvd,Portland,Oregon,97228,4/1/2015,"Smith, Eleanor",Female,Asian,NonHispanicLatino,32.04,No,No
1121,Kleinman,Amare,5551597081,9317,NW Chatanooga St,Portland,Oregon,97270,4/3/2015,"Thortan, Megan",Male,White,NonHispanicLatino,33.11,No,No
1122,Nash,Neta,5557379606,2112,NE Tillikum Blvd,Portland,Oregon,97310,4/8/2015,"Brock, Sarah",Female,Asian,HispanicLatino,30.54,No,No
1123,Guerrette,Huey,5556685414,1136,SE Harvard Way,Beaverton,Oregon,97230,4/14/2015,"Ali, Hafsa",Male,Asian,NonHispanicLatino,30.51,No,No
1124,Lacomb,Isaias,5556517914,557,SW Whitney Way,Portland,Oregon,97285,4/21/2015,"Brock, Sarah",Male,White,HispanicLatino,33.04,No,No
1125,McCullough,Daphne,5551073099,3458,SW Chatanooga Blvd,Portland,Oregon,97214,4/24/2015,"Thortan, Megan",Female,Asian,HispanicLatino,30.8,No,No
1126,Hartshorn,Reba,5555908874,8942,S 4th Ln,Hillsboro,Oregon,97254,5/5/2015,"Thortan, Megan",Female,Asian,NonHispanicLatino,34.43,No,No
1127,Mckeithan,Holly,5552540384,3753,NW Water Blvd,Portland,Oregon,97260,5/15/2015,"Ali, Hafsa",Female,Asian,NonHispanicLatino,36.11,No,No
1128,Leeds,Qin,5552477180,2125,SE Mississippi St,Portland,Oregon,97298,5/30/2015,"Grant, Jamal",Female,White,NonHispanicLatino,31.19,No,No
1129,Domenech,Darryl,5555008339,4473,SW Queens Blvd,Portland,Oregon,97295,6/11/2015,"Terrance, Megan",Male,Asian,NonHispanicLatino,34.8,No,No
1130,Hodgdon,Noelle,5554109654,9705,NW Jackson Way,Portland,Oregon,97298,6/16/2015,"Smith, Eleanor",Female,White,HispanicLatino,38.45,No,No
1131,Barker,Yulanda,5554462084,8753,SE Salmon St,Portland,Oregon,97311,6/21/2015,"Brock, Sarah",Female,White,HispanicLatino,26.77,No,No
1132,Schlesinger,Sang,5556715751,2145,SW Blue Blvd,Portland,Oregon,97289,7/5/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,40.28,No,No
1133,Holmes,Donnetta,5555996332,4511,NE Reagan  St,Portland,Oregon,97299,7/12/2015,"Garcia, Lilia",Female,Asian,HispanicLatino,28.24,No,No
1134,Mccreery,Eduardo,5553949253,983,SW Lanter Blvd,Portland,Oregon,97221,7/27/2015,"Garcia, Lilia",Male,Asian,NonHispanicLatino,35.05,No,No
1135,Ledonne,Marina,5557820462,835,NW Marymount Way,Portland,Oregon,97247,8/14/2015,"Terrance, Megan",Female,Asian,NonHispanicLatino,36.9,No,No
1136,Tignor,Reynaldo,5552120305,601,NW Whitney Way,Vancouver,Washington,97262,9/3/2015,"Terrance, Megan",Male,Asian,NonHispanicLatino,31.07,No,No
1137,Steckel,Katina,5554699266,4248,N Ankeny Ln,Portland,Oregon,97289,9/7/2015,"Thortan, Megan",Female,White,NonHispanicLatino,36.58,No,No
1138,Throneberry,Mark,5556496551,3167,SW Skidmore St,Portland,Oregon,97250,9/10/2015,"Smith, Eleanor",Male,White,NonHispanicLatino,36.97,No,No
1139,Lawalin,Val,5554491857,3580,NE 2nd Ave,Beaverton,Oregon,97261,9/10/2015,"Terrance, Megan",Male,Asian,NonHispanicLatino,31.49,No,No
1140,Terrones,Omar,5554996748,1210,SE California Blvd,Portland,Oregon,97257,9/21/2015,"Brock, Sarah",Male,White,NonHispanicLatino,38.11,No,No
1141,Pang,Aliza,5556172533,7685,SE California St,Portland,Oregon,97290,9/21/2015,"Grant, Jamal",Female,Asian,NonHispanicLatino,28.65,No,No
1142,Rosario,Mila,5555393632,8357,SW Albina Way,Hillsboro,Oregon,97292,9/21/2015,"Grant, Jamal",Female,White,NonHispanicLatino,36.27,No,No
1143,Casa,Karol,5555685719,2870,NE Main Way,Portland,Oregon,97306,9/21/2015,"Brock, Sarah",Female,White,HispanicLatino,34.49,No,No
1144,Camara,Tracy,5553627750,2977,NW Riverview St,Portland,Oregon,97254,9/24/2015,"Grant, Jamal",Male,White,NonHispanicLatino,36.69,No,No
1145,Yelton,Kyleigh,5556900458,7118,NE Mississippi Blvd,Portland,Oregon,97217,9/24/2015,"Ali, Hafsa",Female,Black,NonHispanicLatino,35.63,No,No
1146,Gunnerson,Theodore,5558461828,8933,SW Jackson Blvd,Portland,Oregon,97287,9/29/2015,"Ali, Hafsa",Male,Black,NonHispanicLatino,37.9,No,No
1147,Gilkes,Judson,5555241973,9699,SW Nantucket Way,Vancouver,Washington,97267,9/29/2015,"Ali, Hafsa",Male,White,NonHispanicLatino,31.67,No,No
1148,Blecha,Rhoda,5554236865,2906,SW Bush  Rd,Portland,Oregon,97301,10/16/2015,"Ali, Hafsa",Female,White,NonHispanicLatino,34.26,No,No
1149,Kilian,Mckenna,5557499684,7188,SE Nebraska St,Portland,Oregon,97247,10/16/2015,"Garcia, Lilia",Female,White,NonHispanicLatino,33.08,No,No
1150,Billiot,Kathryn,5559320076,4200,SE Vista Way,Portland,Oregon,97241,10/20/2015,"Thortan, Megan",Male,White,NonHispanicLatino,38.6,No,No
1151,Scheidler,Sadie,5554201371,669,SE Kentucky Blvd,Portland,Oregon,97286,10/20/2015,"Ali, Hafsa",Female,White,HispanicLatino,30.92,No,No
1152,Thrower,Nigel,5559029987,7544,SE Jefferson Blvd,Portland,Oregon,97209,10/29/2015,"Lindsay, John",Male,Asian,NonHispanicLatino,29.99,No,No
1153,Schmucker,Leonard,5553803131,9009,NW Lanter Blvd,Portland,Oregon,97295,10/29/2015,"Lindsay, John",Male,Asian,HispanicLatino,33.25,No,No
1154,Wison,Jackson,5553240834,9054,NE Lanter Blvd,Portland,Oregon,97244,10/29/2015,"Ali, Hafsa",Male,White,HispanicLatino,34.06,No,No
1155,Purvines,Lawrence,5555490954,761,NW Kentucky Blvd,Portland,Oregon,97274,10/29/2015,"Garcia, Lilia",Male,White,NonHispanicLatino,30.68,No,No
1156,Loman,DeAngelo,5557199043,3079,SW Nevada Blvd,Vancouver,Washington,97251,10/31/2015,"Brock, Sarah",Male,Asian,NonHispanicLatino,32.91,No,Yes
1157,Hickox,Britta,5556497796,1414,NE Richards St,Portland,Oregon,97298,10/31/2015,"Lindsay, John",Female,Asian,HispanicLatino,34.25,No,No
1158,Landey,David,5556455209,9674,SE Oberlin Way,Vancouver,Washington,97296,11/1/2015,"Thortan, Megan",Male,White,NonHispanicLatino,36.51,No,No
1159,Rich,Hyon,5553695948,8324,NE Parkside Blvd,Portland,Oregon,97303,11/1/2015,"Thortan, Megan",Female,White,NonHispanicLatino,35.3,No,No
1160,Trybus,Lanny,5552737648,5324,NE Indiana Blvd,Hillsboro,Oregon,97285,11/5/2015,"Grant, Jamal",Male,White,NonHispanicLatino,39.91,No,No
1161,Chaisson,Patricia,5553091982,6958,SE Blue Way,Vancouver,Washington,97254,11/5/2015,"Thortan, Megan",Male,White,NonHispanicLatino,37.7,No,No
1162,Moon,Thomas,5555899766,4351,NE Mississippi Way,Vancouver,Washington,97257,11/5/2015,"Grant, Jamal",Male,White,NonHispanicLatino,35.76,No,No
1163,Takahashi,Jewel,5555656865,7214,NE Kentucky St,Washougal,Washington,97310,11/5/2015,"Brock, Sarah",Male,White,NonHispanicLatino,35.29,No,No
1164,Mcafee,Georgianne,5556997929,4429,NE Truman  St,Vancouver,Washington,97244,11/6/2015,"Grant, Jamal",Female,Black,NonHispanicLatino,33.99,Yes,No
1165,McMahon,Abbigail,5552610270,8606,SE Cleveland  Ct,Vancouver,Washington,97204,11/6/2015,"Garcia, Lilia",Female,White,NonHispanicLatino,29.96,Yes,Yes
